name,content,stars,upvote,time,location
凝羽飞,过年的第四部，属于中规中矩的一部，虽然两位年轻演员的演技不差，但是整个故事反而流于平淡，并没有太大的情感起伏，造成了悲而不悲，乐又意兴索然的感觉。主题相对于前两部也少了点意思，这就必须给前一部的小红花更多的赞了，一首好的主题曲和一首没啥感觉的，在情感的共鸣上差距很大。可看可不看，7分。最后关于票房，说真的，哪个脑残才想出来的把这类型的片子放进春节档的，大过年的看2个死人（虽然后来是Happy ending），可观众一开始会这么觉得吗？,3,0,2024/2/14,浙江
yoyonevercry,只要意志够强，就能把太阳摇醒。,5,2,2024/2/16,上海
阿卓,痛从来都不是瞬时的，病痛更是如此，普通人以24小时记录一天，病人则将治疗过程标记为自己的万年历。我很喜欢故事里的所有琐碎，和乐观的父母聊天、吃大排档，时而怕死时而又无畏死亡，没看的时候我会有点担心以「健康」作为麦高芬，故事会不会陷入煽情陷阱，还好有这些琐碎，完整了一个「病人」的人生，丈量世界的办法真的不仅仅是一种，投射的是偶尔会陷入困境的自己。摇醒太阳很难，如偶尔撷取一束光，不后悔的活过，才好,5,3,2024/2/11,上海
段郎RockDuan,本身就很喜欢彭昱畅和李庚希的气质，果然CP感十足！温情又搞笑的片子不好拍，最终结局又有升华，非常加分。尽管片中人和现实生活中，我们都有那么多痛苦无奈，但幸运的是有爱能治愈。,5,5,2024/2/10,河北
影随茵动,春节观影第一部，片子延续了韩延作品的风格，依然在悲处见真情。这部电影的剧本尤其扎实， 一点都不矫揉造作，而是悲而不痛，是一种向死而生，向阳花开的味道，完美的贴合了摇太阳的主题，展示了大大的能量。另外，可以吹爆彭昱畅和李庚希的演技，一则是选角贴合，二则是两人互相给戏，真的自然又真挚。唯一遗憾的是放在春节档，排片必然有影响，希望后续能通过口碑杀出条血路。,5,4,2024/2/10,北京
乌米酱拌饭倍香,感动🥲生命三部曲最后一部下了一剂猛药，国产电影要怎么“煽情”都该向这部取取经，情感的承载有厚度有质量👍🏻,5,1,2024/2/15,浙江
春垓,成也煽情，败也煽情,3,0,2024/3/23,北京
Sissi,“世界上只有一种真正的英雄主义，就是认清了生活的真相后还依然热爱它。”生活万岁！,4,3,2024/2/10,江苏
香醉忘憂,这片子早就应该躲开春节档期嘛，别和人说这片子如何治愈阳光，你再好看的电影，主打的还是病号一个啊，大过年的你搞个治病的故事上映，不是等于人家办寿宴时你和人家说绝症能治好一样吗？不经大脑的想法，真不知道档期是谁拍板定的。,3,1,2024/2/16,广东
Micheal,片子还是很不错，就是不适合春节档，而且说真的，男女主有点过于奇迹了，两个病人能跑能跳，而且婚礼还能喝白酒，只能说有点出戏，希望撤档后还能获得不错的票房吧,3,0,2024/2/18,内蒙古
邵禹升,每一次节奏稍微舒缓一些，每一次就戳心一次。痛苦之时，还算平静。快乐之时，泪水决堤。因为那每一次快乐与幸福都是生命的馈赠，越珍贵就越心疼！,4,0,2024/4/3,吉林
Captain_C,他们都曾经被逼到濒临放弃的边缘，却也给予了彼此活下去的勇气。本是一场约定婚姻，也因为在绝境中的相濡以沫，却成为了最动情的相守约定。「遇见你之前我是个巨纠结的人，自从遇见了你，我开始依赖你了」这份依赖是我们一起面对孤独和苦难的信心，是一起摇醒太阳驱散阴霾的力量。一手拿着苹果一手拿着命运的你我，愿意赌一颗真心去拥抱爱吗？,4,0,2024/3/30,浙江
Aboo,不丧，还蛮甜，放春节档可惜了，希望214能多排片上大分搏一个“再来壹瓶”。也可能是我爱情片受众，也可能是导演经历三部曲终于调出了共情最合的度，总之春节档我是要撑一下这部了。,4,4,2024/2/12,北京
粗眉毛的甘乐,彭彭真的有一种魔力，特别没谱的外表下却有着能穿透你心灵角落的目光，他体内旺盛的生命能量，演这种用装傻来对抗苦难用没心没肺来掩饰万念俱灰的角色，对我极具杀伤力。片方怎么想的，把这部排进春节档，我全程笑不出来。,0,2,2024/4/5,海南
原然,突然明白什么叫生活中的小确幸了，我们应该珍惜每一刻，给周围的人更多爱和支持，就像电影里的角色一样，即使在遇到挑战的时候，我们也要积极面对，保持乐观。,4,4,2024/2/10,浙江
COcoC,欧吼，彭彭这小子又拍到吻戏了，美死他了（bushi）。优秀的电影总能给人带来丝滑通透的感受，这次的演员选的太对味了，彭彭进步很大。,5,3,2024/2/11,福建
歌辞,韩延的电影都是催泪弹，但是也会加入很多喜剧元素，让影片看起来不那么沉重。因为他是走主流商业电影路线的，喜欢玩一些轻巧的梗儿，有很多讨好观众的设计，在直击人心的力量上有所欠缺，失之深刻与严肃，但不妨碍他可以制造出很多漂亮的细节。韩延的电影总是这样，不会差，但也不会特别好。《摇太阳》是根据纪实文学《最功利的婚姻交易，最动情的永恒约定》改编的，改编之后的故事没有大家想象中的那么颓丧，甚至还有一点光明和正能量，但是与死亡搏斗的话题还是太沉重了，生死之外无大事，杜乐莹的遭遇和凌敏、吕途相比好像就没有那么悲催了。彭昱畅演戏好有灵气呀，被圈粉了。,4,3,2024/2/16,江苏
mdr skywalker,点映，对于韩延绝症题材的套路已经基本上烂熟于心，这部其实也是个换汤不换药的小红花，好在选角还算给力，没头脑和不高兴的性格互补，用欢喜冤家的方式掩盖了不少惨兮兮的情节，李庚希发挥很出彩，主题也更加积极向上些，不停大喊奥利给，撒欢的活，意志不倒，即使阴雨天太阳也能摇起来，不过电影在春节档的遇冷也是意料之中，回想起生命三部曲大致套路实在是太过雷同，太多桥段和煽情戏码似曾相识，而且也没有演员能达到肿瘤君里白百何当时的状态。（7/10）,3,0,2024/3/25,江苏
火星番茄,虽然是因为李庚希才赶在撤档之前即使是快到凌晨也冲去看了这部电影，但是不得不说彭彭在这里面演的实在是太好了，完全是一个邋遢傻缺但是内心其实很细腻有自己坚持的角色，让人有时候嫌弃有时候又觉得可爱，演绎的度把握的很好~ 明显感觉到庚希也被带动起来以很真实自然的演技完成了这个角色。虽然一直有关注庚希但是不护犊子的说之前有很多戏还是有很大上升空间的，所以她在这部电影中的完成度是有惊艳到我的很不错。剧情上大部分还是在意料之中，就是男主女主这个家庭条件属实是有些矛盾...住的环境都不算好但是咱不工作医疗费也是不在话下icu/开颅手术/移植手术等等都是说做就做，婚礼咱也是大摆特摆哈...除了这点看着有点违和其他部分还是挺好的，属于治愈小电影~ 这次春节档的种种属实是委屈了这部电影和相关工作人员了，五分支持！,5,8,2024/2/17,广西
法·李李,赶在撤档前观赏，不负期待。,5,4,2024/2/15,内蒙古
素水,7。韩延的类型片（尤其是所谓绝症片）的技法已经趋于成熟，已经公式化的煽情方式和前作比也没有太大区别。闪光点全在演员表演，甚至是李庚希一人的表演身上，实在是太太太太灵了。不过在极端人设的条件下确实是可以放宽对角色的道德要求的（当然这也是韩延在剧作上取巧的地方），毕竟《绿洲》也还是好片嘛。,3,1,2024/2/13,陕西
海月梦香,今年春节档最有爱的一部，拍法很讨喜，把全程围绕病痛的故事拍得充满希望与温暖，观感很舒适。,4,2,2024/2/11,福建
wiskyoung,好看是好看，但是太煽情了，从头就在给我推情感，到最后我甚至有点感动到动不了了。,4,0,2024/2/16,辽宁
dolan,感觉韩延已经在舒适区里不断打滚了。,3,1,2024/2/15,湖北
刘白,“摇太阳”并不是一部描写两段悲剧人生的催泪书，而是一部充满乐观精神的电影，一封写给普通人的加油信，讲述两个重症患者因为奇妙的缘分产生羁绊和相互救赎的故事，烂泥里开出繁花，阳光普照进心房，也正如她的英文名《viva la vida（生命万岁）》，以无比真诚的态度，展现了一个关于生命和爱情的故事。其中李庚希和彭昱畅两位年轻主演也展现出了很高的表演水平，男主吕途好多表现也让我无缝衔接“宇宙探索编辑部”，但或许重症病人的故事并不适合春节档，希望3月30日改档上映后能吸引更多的人关注到这部24年春节档的蒙尘之珠。我叫“凌敏，‘乐莹’凌”，希望这部电影也能乐赢，吕途凌敏一起给我图命！,4,2,2024/2/14,安徽
停用,“如何在绝境尽情快乐”。,4,5,2024/2/10,浙江
超超超超ˏˋ♥ˎˊ,3.5，两个病友互相救赎的故事，没那么悲伤，但是对于疾病的讨论其实不深入。两个主演戏挺好的，拍戏废眼泪啊，俩孩子一直泪眼汪汪的。开头部分拍摄手法看得我有点累，以及李庚希真的好像刘浩存啊,4,3,2024/2/10,河北
小风一吹,被错误档期耽误的好片。按说“屌丝救女终得爱”的异性恋戏码是最容易无感的，好在彭昱畅实在太可爱了！煽情和刻意的地方偏多，但作为类型片可以接受吧。李庚希和徐帆也都很好！,4,0,2024/3/30,浙江
Lila布拉塔,作为韩延“生命三部曲”的终章，摇太阳延续了肿瘤君和小红花的风格，讲述两个身患绝症的年轻人因为一场“生命接力”的约定，开启了一段“她逃，他追，她插翅难飞”的笑中带泪的治愈之旅。人生就像太阳，有起有伏，别丧，总会等到光，奥利给！,4,3,2024/2/10,浙江
自律,路演场，两位主演真的很活泼讨喜+配合。有笑有泪和甜甜的爱情都是被用滥了的词，但这部电影特适合：李庚希负责泪，彭昱畅负责笑。第一次知道李庚希，演技了得；彭昱畅则角色贴合本人所以完成度也很好，俩人real青春甜蜜小两口一点不显无聊油腻。韩延的生命三部曲总被说煽情一板斧，但其实能把一个类型像小津安二郎那样一直拍也可以吧。“以前我的生命过的特别慢，像开了0.5倍速，自从认识你后，生活恢复了正常”。,5,1,2024/3/31,上海
娓娓,和死亡、疾病掺和在一起的爱情真是太好哭了，不过我都忍着；觉得自己人生无聊的时候，看看这类电影，挺好。,3,0,2024/4/14,浙江
jackman,"因为生命接力的约定，阴差阳错的踏上了一段充满爱与活力的治愈之旅。电影展现了普通人的坚韧和伟大，用爱创造了最不凡的生命奇迹，真的也是很好哭。
电影不是在出卖苦难，也不是出卖悲情换取眼泪，而是真正的想为观众传递温暖和希望，当他们战胜病魔时流泪的时候，还会不自觉的露出笑容，并不是哭绝望和悲伤，而是哭治愈和勇敢，电影有欢笑有泪水有苦难，但最终走向了治愈和温暖。",5,0,2024/2/15,江苏
